customer_id,gender,age,postalcode,region,connect_date,end_date,dropped_calls,pay method,tariff,handset,churn
"K247540","Female",28.000000,5188.000000,3.000000,2003-11-22,,5.000000,"Pre Pay","CAT 200","BS110","Active"
"K247550","Female",39.000000,8767.000000,4.000000,2004-07-26,,2.000000,"Pre Pay","CAT 200","BS110","Active"
"K247560","Female",26.000000,2338.000000,1.000000,2005-07-11,,2.000000,"Pre Pay","CAT 200","BS110","Active"
"K247570","Female",54.000000,7161.000000,3.000000,2003-06-16,,1.000000,"Pre Pay","CAT 200","BS110","Active"
"K247580","Female",31.000000,4027.000000,2.000000,2004-04-09,,0.000000,"Pre Pay","CAT 200","BS110","Active"
"K247590","Female",23.000000,7832.000000,4.000000,2003-10-05,,0.000000,"Pre Pay","CAT 200","BS110","Active"
"K247600","Female",46.000000,8825.000000,4.000000,2003-11-06,,1.000000,"Pre Pay","CAT 200","BS110","Active"
"K247610","Female",31.000000,1140.000000,1.000000,2005-05-24,,6.000000,"Pre Pay","CAT 200","BS110","Active"
"K247620","Female",26.000000,8716.000000,4.000000,2003-07-19,,2.000000,"Pre Pay","CAT 200","BS110","Active"
"K247630","Female",13.000000,9563.000000,4.000000,2006-05-27,,7.000000,"Pre Pay","CAT 200","BS110","Active"
"K247640","Female",33.000000,5852.000000,3.000000,2003-11-16,,7.000000,"Pre Pay","CAT 200","BS110","Active"
"K247650","Female",61.000000,8152.000000,4.000000,2005-03-05,,2.000000,"Pre Pay","CAT 200","BS110","Active"
"K247660","Female",15.000000,8014.000000,4.000000,2006-03-04,,10.000000,"Pre Pay","CAT 200","BS110","Active"
"K247670","Female",48.000000,7345.000000,3.000000,2005-11-27,2009-12-14,1.000000,"Pre Pay","CAT 200","BS110","Churned"
"K247680","Female",46.000000,8825.000000,4.000000,2003-02-26,,2.000000,"Pre Pay","CAT 50","BS110","Active"
"K247690","Female",26.000000,9143.000000,4.000000,2003-11-11,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247700","Female",23.000000,2650.000000,2.000000,2004-11-08,,0.000000,"Pre Pay","CAT 50","BS110","Active"
"K247710","Female",17.000000,3597.000000,2.000000,2004-06-27,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247720","Female",14.000000,2859.000000,2.000000,2004-08-28,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247730","Female",40.000000,4110.000000,2.000000,2003-11-01,,2.000000,"Pre Pay","CAT 50","BS110","Active"
"K247740","Female",27.000000,5556.000000,3.000000,2005-08-24,,5.000000,"Pre Pay","CAT 50","BS110","Active"
"K247750","Female",17.000000,8048.000000,4.000000,2004-05-28,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247760","Female",32.000000,7242.000000,3.000000,2003-10-16,,4.000000,"Pre Pay","CAT 50","BS110","Active"
"K247770","Female",54.000000,7661.000000,4.000000,2004-01-07,,0.000000,"Pre Pay","CAT 50","BS110","Active"
"K247780","Female",41.000000,3993.000000,2.000000,2004-05-08,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247790","Female",23.000000,8997.000000,4.000000,2003-07-10,,0.000000,"Pre Pay","CAT 50","BS110","Active"
"K247800","Female",32.000000,5827.000000,3.000000,2005-11-06,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247810","Female",32.000000,1196.000000,1.000000,2004-12-07,2005-04-24,2.000000,"Pre Pay","CAT 50","BS110","Churned"
"K247820","Female",30.000000,4019.000000,2.000000,2004-11-08,,9.000000,"Pre Pay","CAT 50","BS110","Active"
"K247830","Female",26.000000,2534.000000,2.000000,2004-04-12,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247840","Female",20.000000,8239.000000,4.000000,2005-05-28,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247850","Female",37.000000,4855.000000,2.000000,2004-04-12,,0.000000,"Pre Pay","CAT 50","BS110","Active"
"K247860","Female",25.000000,4141.000000,2.000000,2003-02-01,,2.000000,"Pre Pay","CAT 50","BS110","Active"
"K247870","Female",17.000000,5386.000000,3.000000,2004-06-14,,0.000000,"Pre Pay","CAT 50","BS110","Active"
"K247880","Female",31.000000,5701.000000,3.000000,2005-08-02,,0.000000,"Pre Pay","CAT 50","BS110","Active"
"K247890","Female",25.000000,4851.000000,2.000000,2004-02-22,,7.000000,"Pre Pay","CAT 50","BS110","Active"
"K247900","Female",15.000000,3255.000000,2.000000,2004-04-24,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247910","Female",41.000000,6686.000000,3.000000,2003-10-04,,4.000000,"Pre Pay","CAT 50","BS110","Active"
"K247920","Female",52.000000,2089.000000,1.000000,2004-06-22,,10.000000,"Pre Pay","CAT 50","BS110","Active"
"K247930","Female",12.000000,3906.000000,2.000000,2006-03-03,,1.000000,"Pre Pay","CAT 50","BS110","Active"
"K247940","Female",43.000000,2472.000000,1.000000,2006-03-05,,11.000000,"Pre Pay","CAT 50","BS110","Active"
"K247950","Female",37.000000,6170.000000,3.000000,2003-11-26,,2.000000,"Pre Pay","CAT 50","BS110","Active"
"K247960","Female",27.000000,5604.000000,3.000000,2006-08-26,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K247970","Female",27.000000,2872.000000,2.000000,2005-07-17,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K247980","Female",27.000000,8093.000000,4.000000,2003-07-20,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K247990","Female",25.000000,9192.000000,4.000000,2005-10-28,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248000","Female",27.000000,7178.000000,3.000000,2003-10-09,,7.000000,"Pre Pay","Play 100","BS110","Active"
"K248010","Female",21.000000,6907.000000,3.000000,2006-12-04,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248020","Female",40.000000,5452.000000,3.000000,2004-08-25,,8.000000,"Pre Pay","Play 100","BS110","Active"
"K248030","Female",28.000000,5166.000000,3.000000,2005-07-13,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248040","Female",26.000000,3924.000000,2.000000,2006-12-08,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248050","Female",32.000000,5130.000000,3.000000,2003-01-08,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248060","Female",52.000000,9815.000000,4.000000,2006-10-10,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248070","Female",55.000000,8928.000000,4.000000,2006-11-08,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248080","Female",28.000000,6168.000000,3.000000,2004-04-09,,10.000000,"Pre Pay","Play 100","BS110","Active"
"K248090","Female",40.000000,2263.000000,1.000000,2006-02-09,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248100","Female",49.000000,7012.000000,3.000000,2005-08-02,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248110","Female",16.000000,7639.000000,4.000000,2006-08-19,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248120","Female",32.000000,6812.000000,3.000000,2003-02-11,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248130","Female",20.000000,5459.000000,3.000000,2003-10-06,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248140","Female",14.000000,2427.000000,1.000000,2004-07-02,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248150","Female",34.000000,1541.000000,1.000000,2004-05-09,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248160","Female",16.000000,6048.000000,3.000000,2004-04-09,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248170","Female",14.000000,2804.000000,2.000000,2006-09-09,,4.000000,"Pre Pay","Play 100","BS110","Active"
"K248180","Female",40.000000,8964.000000,4.000000,2006-11-26,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248190","Female",67.000000,3929.000000,2.000000,2005-09-09,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248200","Female",44.000000,6840.000000,3.000000,2005-08-23,2009-08-04,2.000000,"Pre Pay","Play 100","BS110","Churned"
"K248210","Female",29.000000,9845.000000,4.000000,2004-08-27,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248220","Female",37.000000,5069.000000,3.000000,2005-08-04,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248230","Female",25.000000,2887.000000,2.000000,2004-11-21,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248240","Female",56.000000,6275.000000,3.000000,2004-11-07,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248250","Female",27.000000,1910.000000,1.000000,2003-03-12,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248260","Female",21.000000,7870.000000,4.000000,2006-04-01,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248270","Female",39.000000,3499.000000,2.000000,2004-11-17,,7.000000,"Pre Pay","Play 100","BS110","Active"
"K248280","Female",31.000000,6463.000000,3.000000,2006-03-05,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248290","Female",31.000000,7013.000000,3.000000,2006-10-05,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248300","Female",33.000000,6514.000000,3.000000,2005-08-27,,8.000000,"Pre Pay","Play 100","BS110","Active"
"K248310","Female",27.000000,2165.000000,1.000000,2006-12-28,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248320","Female",17.000000,3918.000000,2.000000,2006-10-18,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248330","Female",43.000000,8053.000000,4.000000,2006-11-11,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248340","Female",15.000000,3256.000000,2.000000,2003-10-02,,5.000000,"Pre Pay","Play 100","BS110","Active"
"K248350","Female",41.000000,6593.000000,3.000000,2006-10-19,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248360","Female",21.000000,6905.000000,3.000000,2004-03-01,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248370","Female",33.000000,4662.000000,2.000000,2005-12-22,,8.000000,"Pre Pay","Play 100","BS110","Active"
"K248380","Female",39.000000,4359.000000,2.000000,2003-10-27,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248390","Female",16.000000,5294.000000,3.000000,2004-06-16,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248400","Female",19.000000,5566.000000,3.000000,2006-04-21,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248410","Female",15.000000,5315.000000,3.000000,2005-08-07,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248420","Female",34.000000,1793.000000,1.000000,2004-01-11,2008-04-16,1.000000,"Pre Pay","Play 100","BS110","Churned"
"K248430","Female",24.000000,6796.000000,3.000000,2004-04-25,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248440","Female",38.000000,2929.000000,2.000000,2005-01-08,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248450","Female",15.000000,4257.000000,2.000000,2003-09-12,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248460","Female",16.000000,8714.000000,4.000000,2006-03-24,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248470","Female",26.000000,1169.000000,1.000000,2003-02-28,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248480","Female",33.000000,2920.000000,2.000000,2004-11-04,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248490","Female",23.000000,6007.000000,3.000000,2006-09-03,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248500","Female",15.000000,4629.000000,2.000000,2003-05-05,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248510","Female",35.000000,2114.000000,1.000000,2004-03-03,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248520","Female",17.000000,8824.000000,4.000000,2005-05-15,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248530","Female",20.000000,6436.000000,3.000000,2005-08-10,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248540","Female",34.000000,8877.000000,4.000000,2005-07-10,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248550","Female",26.000000,1524.000000,1.000000,2005-09-27,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248560","Female",32.000000,7014.000000,3.000000,2006-12-01,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248570","Female",35.000000,1808.000000,1.000000,2003-01-24,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248580","Female",49.000000,3671.000000,2.000000,2003-04-03,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248590","Female",24.000000,6203.000000,3.000000,2006-08-13,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248600","Female",29.000000,4738.000000,2.000000,2006-12-24,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248610","Female",39.000000,2947.000000,2.000000,2005-07-09,,5.000000,"Pre Pay","Play 100","BS110","Active"
"K248620","Female",27.000000,8154.000000,4.000000,2003-05-03,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248630","Female",33.000000,9103.000000,4.000000,2004-12-12,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248640","Female",31.000000,1385.000000,1.000000,2005-09-07,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248650","Female",15.000000,6708.000000,3.000000,2005-01-22,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248660","Female",63.000000,2319.000000,1.000000,2006-10-24,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248670","Female",43.000000,1482.000000,1.000000,2005-04-24,2006-03-22,1.000000,"Pre Pay","Play 100","BS110","Churned"
"K248680","Female",41.000000,9661.000000,4.000000,2003-04-13,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248690","Female",20.000000,6938.000000,3.000000,2006-04-08,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248700","Female",40.000000,6519.000000,3.000000,2003-07-12,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248710","Female",51.000000,8765.000000,4.000000,2006-11-18,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248720","Female",22.000000,7335.000000,3.000000,2003-07-31,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248730","Female",34.000000,7154.000000,3.000000,2005-06-10,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248740","Female",26.000000,3911.000000,2.000000,2003-10-15,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248750","Female",31.000000,5684.000000,3.000000,2003-04-25,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248760","Female",44.000000,2185.000000,1.000000,2004-01-03,,9.000000,"Pre Pay","Play 100","BS110","Active"
"K248770","Female",32.000000,1131.000000,1.000000,2006-06-03,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248780","Female",52.000000,2931.000000,2.000000,2006-01-23,,7.000000,"Pre Pay","Play 100","BS110","Active"
"K248790","Female",61.000000,5310.000000,3.000000,2005-11-25,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248800","Female",28.000000,8713.000000,4.000000,2006-04-05,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248810","Female",28.000000,2559.000000,2.000000,2005-11-28,,1.000000,"Pre Pay","Play 100","BS110","Active"
"K248820","Female",35.000000,3528.000000,2.000000,2006-06-16,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248830","Female",13.000000,3006.000000,2.000000,2006-08-20,,0.000000,"Pre Pay","Play 100","BS110","Active"
"K248840","Female",31.000000,7302.000000,3.000000,2005-10-13,,8.000000,"Pre Pay","Play 100","BS110","Active"
"K248850","Female",24.000000,1026.000000,1.000000,2005-09-04,,9.000000,"Pre Pay","Play 100","BS110","Active"
"K248860","Female",40.000000,6173.000000,3.000000,2004-08-16,,8.000000,"Pre Pay","Play 100","BS110","Active"
"K248870","Female",51.000000,6813.000000,3.000000,2006-08-03,,2.000000,"Pre Pay","Play 100","BS110","Active"
"K248880","Female",25.000000,3983.000000,2.000000,2005-07-12,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K248890","Female",22.000000,2559.000000,2.000000,2004-02-25,,6.000000,"Pre Pay","Play 300","BS110","Active"
"K248900","Female",14.000000,8086.000000,4.000000,2005-02-15,,11.000000,"Pre Pay","Play 300","BS110","Active"
"K248910","Female",32.000000,3424.000000,2.000000,2004-06-11,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K248920","Female",47.000000,5195.000000,3.000000,2003-05-15,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K248930","Female",31.000000,5809.000000,3.000000,2005-08-09,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K248940","Female",12.000000,7850.000000,4.000000,2006-09-11,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K248950","Female",19.000000,4486.000000,2.000000,2005-11-09,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K248960","Female",29.000000,8684.000000,4.000000,2005-03-19,,6.000000,"Pre Pay","Play 300","BS110","Active"
"K248970","Female",35.000000,8782.000000,4.000000,2006-11-09,,10.000000,"Pre Pay","Play 300","BS110","Active"
"K248980","Female",17.000000,2440.000000,1.000000,2003-12-02,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K248990","Female",23.000000,5935.000000,3.000000,2004-04-07,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249000","Female",26.000000,8730.000000,4.000000,2004-04-08,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249010","Female",28.000000,4644.000000,2.000000,2004-10-09,,10.000000,"Pre Pay","Play 300","BS110","Active"
"K249020","Female",38.000000,2714.000000,2.000000,2004-03-14,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249030","Female",14.000000,6446.000000,3.000000,2005-11-12,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249040","Female",22.000000,1861.000000,1.000000,2006-10-11,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249050","Female",22.000000,2194.000000,1.000000,2003-09-18,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249060","Female",28.000000,9668.000000,4.000000,2006-01-24,,11.000000,"Pre Pay","Play 300","BS110","Active"
"K249070","Female",29.000000,8332.000000,4.000000,2005-10-12,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249080","Female",23.000000,7079.000000,3.000000,2004-05-16,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249090","Female",27.000000,4142.000000,2.000000,2006-08-07,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249100","Female",27.000000,4507.000000,2.000000,2004-12-05,,10.000000,"Pre Pay","Play 300","BS110","Active"
"K249110","Female",17.000000,4377.000000,2.000000,2005-06-13,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249120","Female",22.000000,1885.000000,1.000000,2005-12-19,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249130","Female",44.000000,2947.000000,2.000000,2003-09-05,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249140","Female",55.000000,7703.000000,4.000000,2004-10-03,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249150","Female",33.000000,7810.000000,4.000000,2006-10-31,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249160","Female",20.000000,4075.000000,2.000000,2004-12-10,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249170","Female",35.000000,6917.000000,3.000000,2006-04-22,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249180","Female",24.000000,2628.000000,2.000000,2004-03-13,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249190","Female",27.000000,4589.000000,2.000000,2005-10-25,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249200","Female",17.000000,9940.000000,4.000000,2004-03-28,,3.000000,"Pre Pay","Play 300","BS110","Active"
"K249210","Female",31.000000,4804.000000,2.000000,2003-07-20,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249220","Female",25.000000,7074.000000,3.000000,2004-04-22,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249230","Female",24.000000,4679.000000,2.000000,2006-02-18,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249240","Female",46.000000,7249.000000,3.000000,2006-02-08,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249250","Female",29.000000,1575.000000,1.000000,2003-06-20,,9.000000,"Pre Pay","Play 300","BS110","Active"
"K249260","Female",16.000000,5085.000000,3.000000,2005-12-10,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249270","Female",56.000000,9150.000000,4.000000,2005-02-27,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249280","Female",22.000000,2127.000000,1.000000,2003-02-16,,10.000000,"Pre Pay","Play 300","BS110","Active"
"K249290","Female",15.000000,5069.000000,3.000000,2005-09-13,,1.000000,"Pre Pay","Play 300","BS110","Active"
"K249300","Female",47.000000,7369.000000,3.000000,2006-11-17,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249310","Female",56.000000,1994.000000,1.000000,2006-12-27,,0.000000,"Pre Pay","Play 300","BS110","Active"
"K249320","Female",36.000000,5575.000000,3.000000,2006-05-26,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249330","Female",40.000000,6003.000000,3.000000,2003-02-28,2005-03-10,2.000000,"Pre Pay","Play 300","BS110","Churned"
"K249340","Female",20.000000,4075.000000,2.000000,2006-05-23,,4.000000,"Pre Pay","Play 300","BS110","Active"
"K249350","Female",54.000000,2347.000000,1.000000,2004-09-24,,2.000000,"Pre Pay","Play 300","BS110","Active"
"K249360","Male",28.000000,2870.000000,2.000000,2003-01-24,2007-08-13,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249370","Male",65.000000,8346.000000,4.000000,2004-12-08,2005-03-10,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249380","Male",40.000000,4106.000000,2.000000,2004-08-28,2008-05-15,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249390","Male",31.000000,2600.000000,2.000000,2004-06-17,2006-01-11,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249400","Male",15.000000,2228.000000,1.000000,2004-02-11,2007-12-19,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249410","Male",35.000000,7726.000000,4.000000,2005-12-27,2007-05-01,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249420","Male",58.000000,2410.000000,1.000000,2006-04-28,2009-02-10,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249430","Male",30.000000,6182.000000,3.000000,2006-03-27,2008-09-13,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249440","Male",13.000000,4390.000000,2.000000,2005-10-07,2008-06-14,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249450","Male",22.000000,2421.000000,1.000000,2003-02-22,2007-10-04,3.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249460","Male",28.000000,2321.000000,1.000000,2006-01-09,2010-02-18,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249470","Male",13.000000,2531.000000,2.000000,2005-08-27,2007-10-28,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249480","male",53.000000,6425.000000,3.000000,2005-06-06,2006-11-20,8.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249490","Male",29.000000,1411.000000,1.000000,2006-05-07,2008-07-25,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249500","Male",55.000000,2233.000000,1.000000,2006-02-19,2010-09-09,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249510","Male",29.000000,6543.000000,3.000000,2004-03-02,2007-09-08,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249520","Male",49.000000,7002.000000,3.000000,2006-07-19,2010-04-09,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249530","Male",29.000000,8207.000000,4.000000,2004-07-13,2007-06-17,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249540","Male",21.000000,7347.000000,3.000000,2005-07-15,2009-07-06,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249550","Male",27.000000,4876.000000,2.000000,2006-04-18,2008-12-06,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249560","Male",12.000000,5581.000000,3.000000,2003-08-13,2005-07-18,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249570","Male",34.000000,7418.000000,3.000000,2003-02-04,2005-03-27,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249580","Male",41.000000,9031.000000,4.000000,2004-07-14,2007-08-28,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249590","Male",50.000000,3794.000000,2.000000,2005-09-24,2007-03-01,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249600","Male",32.000000,7877.000000,4.000000,2003-05-07,2004-05-18,10.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249610","Male",39.000000,3439.000000,2.000000,2003-12-01,2005-02-17,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249620","Male",19.000000,1793.000000,1.000000,2005-12-27,2006-09-15,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249630","Male",59.000000,6045.000000,3.000000,2004-02-27,2007-10-03,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249640","Male",28.000000,8828.000000,4.000000,2005-09-12,2008-05-21,7.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249650","Male",23.000000,3303.000000,2.000000,2006-10-24,2007-07-03,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249660","Male",35.000000,2819.000000,2.000000,2003-11-18,2005-10-25,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249670","Male",26.000000,4438.000000,2.000000,2003-04-16,2005-07-14,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249680","Male",40.000000,8263.000000,4.000000,2003-03-25,2007-09-11,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249690","Male",51.000000,5831.000000,3.000000,2006-01-31,2009-12-07,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249700","Male",44.000000,4127.000000,2.000000,2006-07-05,2009-05-15,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249710","Male",36.000000,6315.000000,3.000000,2006-08-16,2007-05-24,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249720","Male",19.000000,6560.000000,3.000000,2003-12-02,2004-04-04,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249730","Male",24.000000,8558.000000,4.000000,2006-03-15,2009-04-25,9.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249740","Male",29.000000,7201.000000,3.000000,2003-08-24,2007-04-19,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249750","Male",28.000000,3028.000000,2.000000,2006-11-18,2009-11-25,8.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249760","Male",33.000000,6692.000000,3.000000,2005-04-23,2006-05-06,9.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249770","Male",12.000000,8851.000000,4.000000,2006-05-19,2009-09-26,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249780","Male",54.000000,9997.000000,4.000000,2004-02-01,2006-04-26,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249790","Male",16.000000,9986.000000,4.000000,2004-04-20,2007-06-23,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249800","Male",23.000000,7871.000000,4.000000,2004-02-08,2006-07-12,0.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249810","Male",47.000000,1333.000000,1.000000,2003-08-09,2006-02-06,2.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249820","Male",40.000000,4077.000000,2.000000,2003-05-10,2006-01-27,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249830","Male",45.000000,7945.000000,4.000000,2005-01-25,2006-01-23,8.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249840","Male",59.000000,2849.000000,2.000000,2003-09-15,2004-01-13,1.000000,"Pre Pay","CAT 100","BS110","Churned"
"K249850","Male",50.000000,8281.000000,4.000000,2006-07-23,2009-03-04,2.000000,"Pre Pay","CAT 100","BS110","Churned"
