customer_id,data_known,gender,age,tariff,dropped_calls,handset,peak_mins,peak_rate,bill_peak,offpeak_mins,offpeak_rate,bill_offpeak,gadget_A,gadget_B,gadget_C,gadget_D,gadget_A_revenues,gadget_B_revenues,gadget_C_revenues,gadget_D_revenues
"N324590","yes","Male",16.000000,"CAT 200",7.000000,"S50",1005.000000,10.000000,100.500000,492.900001,5.000000,24.645000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N384120","yes","Male",32.000000,"Play 100",0.000000,"CAS60",160.799999,25.000000,40.200000,361.500000,5.000000,18.075000,"T","T","F","T",9.000000,27.000000,0.000000,40.000000
"N217980","yes","Male",43.000000,"Play 100",0.000000,"S50",112.800000,25.000000,28.200000,222.000000,5.000000,11.100000,"T","T","T","T",13.000000,17.000000,29.000000,41.000000
"N268090","yes","Female",22.000000,"Play 100",1.000000,"BS210",135.599999,25.000000,33.900000,492.000000,5.000000,24.600000,"T","T","T","F",4.000000,19.000000,30.000000,0.000000
"N163760","yes","Female",36.000000,"Play 300",2.000000,"S80",612.000000,25.000000,153.000000,803.700000,2.000000,16.074000,"T","F","T","T",17.000000,0.000000,33.000000,38.000000
"N341120","yes","Male",21.000000,"CAT 100",2.000000,"CAS30",515.399999,15.000000,77.310000,43.800000,5.000000,2.190000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N126030","yes","Female",30.000000,"CAT 200",1.000000,"ASAD90",901.200000,10.000000,90.120000,428.100000,5.000000,21.405000,"T","T","F","F",11.000000,21.000000,0.000000,0.000000
"N188370","yes","Female",12.000000,"CAT 200",4.000000,"S50",943.800000,10.000000,94.380000,32.100000,5.000000,1.605000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N172620","yes","Male",24.000000,"CAT 200",1.000000,"S50",1541.400000,10.000000,154.140000,0.000000,5.000000,0.000000,"T","T","F","T",10.000000,20.000000,0.000000,41.000000
"N346940","yes","Male",28.000000,"CAT 100",2.000000,"CAS30",544.800000,15.000000,81.720000,69.900001,5.000000,3.495000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N238380","yes","Male",28.000000,"CAT 50",0.000000,"BS110",150.599999,15.000000,22.590000,23.400001,5.000000,1.170000,"T","T","F","T",13.000000,17.000000,0.000000,40.000000
"N315620","yes","Male",19.000000,"CAT 200",0.000000,"CAS30",1087.800001,10.000000,108.780000,284.399999,5.000000,14.220000,"T","T","F","T",6.000000,21.000000,0.000000,40.000000
"N116420","yes","Female",31.000000,"CAT 200",1.000000,"ASAD90",1146.000000,10.000000,114.600000,614.400000,5.000000,30.720000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N167930","yes","Female",18.000000,"CAT 100",1.000000,"S50",497.400000,15.000000,74.610000,0.000000,5.000000,0.000000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N326350","yes","Male",26.000000,"CAT 200",0.000000,"BS110",1053.600002,10.000000,105.360000,482.100001,5.000000,24.105000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N323940","yes","Male",33.000000,"CAT 200",7.000000,"S50",749.400001,10.000000,74.940000,692.700000,5.000000,34.635000,"F","T","T","F",0.000000,18.000000,30.000000,0.000000
"N111790","yes","Female",33.000000,"CAT 200",1.000000,"S80",1182.000000,10.000000,118.200000,349.500000,5.000000,17.475000,"T","T","T","F",14.000000,17.000000,29.000000,0.000000
"N191180","yes","Male",21.000000,"CAT 200",1.000000,"ASAD90",1221.600000,10.000000,122.160000,389.100001,5.000000,19.455000,"T","F","F","T",9.000000,0.000000,0.000000,45.000000
"N286160","yes","Male",34.000000,"CAT 100",0.000000,"S50",344.400000,15.000000,51.660000,114.900000,5.000000,5.745000,"F","F","T","F",0.000000,0.000000,28.000000,0.000000
"N127390","yes","Male",40.000000,"CAT 200",1.000000,"ASAD170",1747.199999,10.000000,174.720000,90.900000,5.000000,4.545000,"T","T","T","T",8.000000,17.000000,32.000000,42.000000
"N172000","yes","Female",17.000000,"CAT 200",2.000000,"ASAD170",1534.800000,10.000000,153.480000,304.200000,5.000000,15.210000,"T","T","T","T",8.000000,24.000000,30.000000,39.000000
"N145760","yes","Female",56.000000,"CAT 200",1.000000,"ASAD170",871.200000,10.000000,87.120000,568.800000,5.000000,28.440000,"T","T","F","T",12.000000,15.000000,0.000000,43.000000
"N167000","yes","Female",18.000000,"CAT 100",1.000000,"S50",595.800000,15.000000,89.370000,292.800000,5.000000,14.640000,"F","F","F","T",0.000000,0.000000,0.000000,45.000000
"N171660","yes","Female",19.000000,"CAT 200",8.000000,"ASAD90",1498.200001,10.000000,149.820000,325.500001,5.000000,16.275000,"F","T","T","T",0.000000,21.000000,30.000000,39.000000
"N313430","yes","Female",18.000000,"CAT 200",2.000000,"WC95",1390.800001,10.000000,139.080000,599.699999,5.000000,29.985000,"F","T","T","T",0.000000,21.000000,29.000000,38.000000
"N103280","yes","Male",27.000000,"CAT 100",10.000000,"S50",656.399999,15.000000,98.460000,126.000000,5.000000,6.300000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N380290","yes","Male",51.000000,"Play 100",0.000000,"CAS60",262.200000,25.000000,65.550000,301.200000,5.000000,15.060000,"F","F","T","T",0.000000,0.000000,32.000000,40.000000
"N380340","yes","Male",21.000000,"Play 100",0.000000,"S80",158.400000,25.000000,39.600000,384.900000,5.000000,19.245000,"F","F","T","F",0.000000,0.000000,28.000000,0.000000
"N153790","yes","Male",47.000000,"CAT 200",2.000000,"S80",1312.800001,10.000000,131.280000,35.700000,5.000000,1.785000,"T","T","T","T",10.000000,18.000000,35.000000,40.000000
"N306340","yes","Female",28.000000,"CAT 200",2.000000,"WC95",571.800000,10.000000,57.180000,416.700000,5.000000,20.835000,"T","T","F","T",8.000000,20.000000,0.000000,38.000000
"N240700","yes","Male",39.000000,"Play 100",1.000000,"S50",191.400000,25.000000,47.850000,251.100001,5.000000,12.555000,"F","T","T","T",0.000000,19.000000,30.000000,35.000000
"N321870","yes","Male",46.000000,"CAT 200",10.000000,"S50",907.199999,10.000000,90.720000,57.300000,5.000000,2.865000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N201360","yes","Female",16.000000,"CAT 200",1.000000,"ASAD170",867.000000,10.000000,86.700000,421.499999,5.000000,21.075000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N233970","yes","Male",26.000000,"CAT 100",2.000000,"BS110",410.400000,15.000000,61.560000,349.799999,5.000000,17.490000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N371880","yes","Female",35.000000,"CAT 200",2.000000,"BS110",2179.200001,10.000000,217.920000,279.600000,5.000000,13.980000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N135480","yes","Female",43.000000,"CAT 200",1.000000,"ASAD170",1024.800000,10.000000,102.480000,543.300000,5.000000,27.165000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N131300","yes","Male",28.000000,"CAT 200",9.000000,"ASAD90",1300.200000,10.000000,130.020000,96.600000,5.000000,4.830000,"T","T","T","T",6.000000,24.000000,32.000000,39.000000
"N235530","yes","Male",43.000000,"CAT 200",10.000000,"S50",842.400000,10.000000,84.240000,229.200000,5.000000,11.460000,"F","F","F","T",0.000000,0.000000,0.000000,43.000000
"N144640","yes","Female",61.000000,"CAT 200",9.000000,"ASAD170",974.400001,10.000000,97.440000,618.000000,5.000000,30.900000,"F","T","F","F",0.000000,18.000000,0.000000,0.000000
"N181040","yes","Female",21.000000,"CAT 200",1.000000,"ASAD90",1119.000000,10.000000,111.900000,232.500002,5.000000,11.625000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N384810","yes","Male",28.000000,"Play 100",2.000000,"CAS60",264.600000,25.000000,66.150000,197.100000,5.000000,9.855000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N137430","yes","Male",36.000000,"CAT 200",9.000000,"S50",664.200000,10.000000,66.420000,366.600000,5.000000,18.330000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N253910","yes","Male",24.000000,"CAT 100",0.000000,"BS210",763.200000,15.000000,114.480000,172.800000,5.000000,8.640000,"F","T","T","T",0.000000,20.000000,28.000000,37.000000
"N196010","yes","Male",24.000000,"CAT 200",10.000000,"S50",1292.400001,10.000000,129.240000,56.100000,5.000000,2.805000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N395130","yes","Male",31.000000,"Play 300",4.000000,"ASAD90",161.400000,25.000000,40.350000,736.800000,2.000000,14.736000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N166620","yes","Male",22.000000,"CAT 100",0.000000,"S50",544.200000,15.000000,81.630000,316.800000,5.000000,15.840000,"T","F","F","T",9.000000,0.000000,0.000000,44.000000
"N214570","yes","Male",26.000000,"Play 100",5.000000,"S50",167.399999,25.000000,41.850000,139.200000,5.000000,6.960000,"F","T","F","T",0.000000,23.000000,0.000000,41.000000
"N340210","yes","Female",39.000000,"CAT 100",10.000000,"CAS30",367.200000,15.000000,55.080000,176.400000,5.000000,8.820000,"F","F","F","T",0.000000,0.000000,0.000000,40.000000
"N158850","yes","Female",53.000000,"Play 300",0.000000,"ASAD90",508.199999,25.000000,127.050000,474.300000,2.000000,9.486000,"T","T","F","T",6.000000,18.000000,0.000000,37.000000
"N101490","yes","Male",27.000000,"Play 100",2.000000,"SOP10",14.743988,25.000000,3.685997,21.914010,5.000000,1.095701,"T","T","F","F",12.000000,21.000000,0.000000,0.000000
"N278170","yes","Female",49.000000,"Play 300",8.000000,"BS210",66.600001,25.000000,16.650000,663.600001,2.000000,13.272000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N340400","yes","Male",16.000000,"CAT 100",2.000000,"CAS30",263.399999,15.000000,39.510000,166.500000,5.000000,8.325000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N116810","yes","Female",48.000000,"CAT 200",1.000000,"S50",1657.200000,10.000000,165.720000,57.300000,5.000000,2.865000,"T","T","T","T",8.000000,23.000000,29.000000,43.000000
"N170750","yes","Female",25.000000,"CAT 100",1.000000,"S50",522.000000,15.000000,78.300000,162.300001,5.000000,8.115000,"F","T","T","T",0.000000,16.000000,26.000000,38.000000
"N246810","yes","Female",22.000000,"CAT 200",6.000000,"BS110",929.400000,10.000000,92.940000,54.900001,5.000000,2.745000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N234360","yes","Female",28.000000,"CAT 100",7.000000,"BS110",504.600001,15.000000,75.690000,357.000000,5.000000,17.850000,"T","T","F","F",13.000000,13.000000,0.000000,0.000000
"N253100","yes","Male",13.000000,"Play 300",2.000000,"BS110",99.599999,25.000000,24.900000,726.900000,2.000000,14.538000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N144860","yes","Female",28.000000,"CAT 200",1.000000,"ASAD170",1006.800000,10.000000,100.680000,0.000000,5.000000,0.000000,"T","T","T","T",14.000000,22.000000,32.000000,39.000000
"N230860","yes","Female",36.000000,"Play 100",4.000000,"BS110",99.000000,25.000000,24.750000,101.100001,5.000000,5.055000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N195050","yes","Male",21.000000,"CAT 200",1.000000,"ASAD90",1345.800001,10.000000,134.580000,495.300000,5.000000,24.765000,"T","T","T","T",12.000000,20.000000,28.000000,45.000000
"N221740","yes","Male",22.000000,"Play 100",0.000000,"S50",150.600001,25.000000,37.650000,238.800001,5.000000,11.940000,"T","F","F","F",8.000000,0.000000,0.000000,0.000000
"N143950","yes","Male",37.000000,"CAT 200",3.000000,"ASAD90",1056.600000,10.000000,105.660000,229.200000,5.000000,11.460000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N411040","yes","Female",28.000000,"CAT 50",14.000000,"S50",332.400000,15.000000,49.860000,128.700000,5.000000,6.435000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N319770","yes","Female",16.000000,"CAT 200",1.000000,"WC95",665.400000,10.000000,66.540000,358.800000,5.000000,17.940000,"F","T","F","T",0.000000,23.000000,0.000000,35.000000
"N243760","yes","Female",29.000000,"Play 100",1.000000,"BS110",15.480908,25.000000,3.870227,37.596490,5.000000,1.879825,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N415600","yes","Female",20.000000,"Play 300",12.000000,"S50",292.199999,25.000000,73.050000,519.300000,2.000000,10.386000,"T","T","T","T",9.000000,16.000000,31.000000,39.000000
"N174980","yes","Female",25.000000,"CAT 200",0.000000,"S50",979.800000,10.000000,97.980000,496.200000,5.000000,24.810000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N231330","yes","Female",54.000000,"Play 100",1.000000,"S50",111.000000,25.000000,27.750000,166.200001,5.000000,8.310000,"T","T","T","T",10.000000,23.000000,29.000000,41.000000
"N309750","yes","Female",18.000000,"CAT 200",0.000000,"CAS30",715.200000,10.000000,71.520000,342.900001,5.000000,17.145000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N150680","yes","Female",40.000000,"CAT 200",2.000000,"ASAD90",1698.000000,10.000000,169.800000,451.799999,5.000000,22.590000,"T","T","F","T",13.000000,20.000000,0.000000,45.000000
"N156510","yes","Male",42.000000,"Play 100",0.000000,"S80",84.600000,25.000000,21.150000,454.500000,5.000000,22.725000,"T","T","F","T",9.000000,20.000000,0.000000,37.000000
"N315890","yes","Male",22.000000,"CAT 200",3.000000,"S50",1106.400001,10.000000,110.640000,428.700000,5.000000,21.435000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N260110","yes","Female",19.000000,"Play 100",2.000000,"BS210",366.600000,25.000000,91.650000,323.400000,5.000000,16.170000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N229970","yes","Male",16.000000,"Play 100",1.000000,"S50",170.400001,25.000000,42.600000,185.099999,5.000000,9.255000,"T","F","T","F",9.000000,0.000000,28.000000,0.000000
"N326810","yes","Male",25.000000,"CAT 200",0.000000,"S50",793.199999,10.000000,79.320000,390.599999,5.000000,19.530000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N130410","yes","Male",29.000000,"CAT 200",2.000000,"ASAD90",673.800000,10.000000,67.380000,555.900000,5.000000,27.795000,"T","T","T","T",4.000000,19.000000,31.000000,37.000000
"N166320","yes","Female",25.000000,"CAT 100",9.000000,"ASAD170",572.400000,15.000000,85.860000,326.099999,5.000000,16.305000,"T","T","T","T",7.000000,18.000000,29.000000,35.000000
"N355300","yes","Female",54.000000,"CAT 200",0.000000,"WC95",943.800001,10.000000,94.380000,306.000000,5.000000,15.300000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N183700","yes","Female",20.000000,"CAT 200",1.000000,"ASAD90",1245.000000,10.000000,124.500000,200.400000,5.000000,10.020000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N377460","yes","Female",36.000000,"Play 100",1.000000,"WC95",85.200000,25.000000,21.300000,607.200000,5.000000,30.360000,"T","F","F","F",9.000000,0.000000,0.000000,0.000000
"N163060","yes","Female",66.000000,"Play 300",2.000000,"S80",252.000000,25.000000,63.000000,839.700001,2.000000,16.794000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N212230","yes","Female",14.000000,"CAT 50",2.000000,"CAS30",103.200001,15.000000,15.480000,52.500000,5.000000,2.625000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N393720","yes","Male",20.000000,"Play 300",2.000000,"S80",279.000000,25.000000,69.750000,415.200000,2.000000,8.304000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N280150","yes","Male",32.000000,"Play 300",0.000000,"BS210",471.600000,25.000000,117.900000,557.700000,2.000000,11.154000,"F","F","T","F",0.000000,0.000000,30.000000,0.000000
"N136710","yes","Male",53.000000,"CAT 200",11.000000,"S80",2088.000000,10.000000,208.800000,363.300001,5.000000,18.165000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N172870","yes","Female",15.000000,"CAT 200",1.000000,"ASAD170",1471.800000,10.000000,147.180000,189.600000,5.000000,9.480000,"T","T","F","T",11.000000,20.000000,0.000000,42.000000
"N388630","yes","Female",28.000000,"Play 300",0.000000,"CAS60",397.800000,25.000000,99.450000,412.500002,2.000000,8.250000,"T","T","F","F",9.000000,19.000000,0.000000,0.000000
"N303010","yes","Female",17.000000,"CAT 100",0.000000,"WC95",448.200000,15.000000,67.230000,131.100001,5.000000,6.555000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N268220","yes","Female",21.000000,"Play 100",2.000000,"BS210",204.000000,25.000000,51.000000,229.500000,5.000000,11.475000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N111180","yes","Female",49.000000,"CAT 200",0.000000,"S80",1098.600000,10.000000,109.860000,465.900000,5.000000,23.295000,"T","T","T","T",12.000000,19.000000,35.000000,40.000000
"N368340","yes","Female",27.000000,"CAT 200",1.000000,"BS110",1183.799999,10.000000,118.380000,97.499999,5.000000,4.875000,"T","F","F","T",9.000000,0.000000,0.000000,38.000000
"N317220","yes","Male",23.000000,"CAT 200",2.000000,"S50",998.400000,10.000000,99.840000,145.799999,5.000000,7.290000,"F","T","F","F",0.000000,24.000000,0.000000,0.000000
"N331280","yes","Male",52.000000,"CAT 50",1.000000,"S50",229.200000,15.000000,34.380000,66.000000,5.000000,3.300000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N313140","yes","Female",56.000000,"CAT 200",8.000000,"WC95",994.800001,10.000000,99.480000,318.000000,5.000000,15.900000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N229140","yes","Female",38.000000,"Play 100",8.000000,"BS110",151.799999,25.000000,37.950000,156.299999,5.000000,7.815000,"T","T","F","T",6.000000,22.000000,0.000000,39.000000
"N127230","yes","Male",53.000000,"CAT 200",1.000000,"ASAD170",1224.000000,10.000000,122.400000,19.499999,5.000000,0.975000,"F","T","F","F",0.000000,22.000000,0.000000,0.000000
"N109460","yes","Female",34.000000,"CAT 100",2.000000,"S80",769.200000,15.000000,115.380000,47.399999,5.000000,2.370000,"T","T","T","T",11.000000,20.000000,28.000000,40.000000
"N116130","yes","Female",28.000000,"CAT 200",0.000000,"ASAD170",1603.800000,10.000000,160.380000,617.700000,5.000000,30.885000,"F","T","T","T",0.000000,20.000000,28.000000,39.000000
"N254470","yes","Female",17.000000,"CAT 100",12.000000,"S80",848.400000,15.000000,127.260000,47.100000,5.000000,2.355000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N283870","yes","Female",13.000000,"CAT 100",2.000000,"CAS30",439.200000,15.000000,65.880000,262.800000,5.000000,13.140000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N170570","yes","Female",15.000000,"CAT 100",10.000000,"ASAD90",621.000000,15.000000,93.150000,242.699999,5.000000,12.135000,"F","T","T","T",0.000000,15.000000,32.000000,39.000000
"N246550","yes","Female",28.000000,"CAT 200",0.000000,"BS110",1552.799999,10.000000,155.280000,33.600000,5.000000,1.680000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N341160","yes","Male",25.000000,"CAT 100",2.000000,"S50",612.600000,15.000000,91.890000,33.900000,5.000000,1.695000,"F","T","F","F",0.000000,19.000000,0.000000,0.000000
"N160190","yes","Female",30.000000,"Play 300",2.000000,"ASAD170",488.400000,25.000000,122.100000,591.000000,2.000000,11.820000,"T","F","T","T",11.000000,0.000000,24.000000,42.000000
"N410230","yes","Female",23.000000,"CAT 200",13.000000,"S50",832.800000,10.000000,83.280000,309.900000,5.000000,15.495000,"T","T","T","T",7.000000,13.000000,30.000000,41.000000
"N326260","yes","Female",46.000000,"CAT 200",4.000000,"BS110",797.400000,10.000000,79.740000,465.600000,5.000000,23.280000,"T","T","T","T",9.000000,18.000000,32.000000,37.000000
"N206510","yes","Female",20.000000,"Play 300",1.000000,"ASAD90",443.399999,25.000000,110.850000,425.100000,2.000000,8.502000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N308090","yes","Male",27.000000,"CAT 200",0.000000,"CAS30",669.000000,10.000000,66.900000,458.100000,5.000000,22.905000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N222360","yes","Male",27.000000,"Play 100",1.000000,"BS110",70.200000,25.000000,17.550000,268.500000,5.000000,13.425000,"T","T","F","T",9.000000,21.000000,0.000000,36.000000
"N256160","yes","Male",36.000000,"CAT 100",1.000000,"BS210",715.200001,15.000000,107.280000,219.900000,5.000000,10.995000,"T","T","T","T",5.000000,16.000000,31.000000,43.000000
"N369150","yes","Female",28.000000,"CAT 200",0.000000,"CAS30",1239.000000,10.000000,123.900000,563.400000,5.000000,28.170000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N219300","yes","Male",20.000000,"Play 100",0.000000,"S50",124.200000,25.000000,31.050000,214.200000,5.000000,10.710000,"F","T","T","F",0.000000,18.000000,30.000000,0.000000
"N367640","yes","Male",27.000000,"CAT 200",11.000000,"CAS30",1016.400000,10.000000,101.640000,754.500001,5.000000,37.725000,"F","F","F","T",0.000000,0.000000,0.000000,39.000000
"N256770","yes","Male",19.000000,"CAT 100",2.000000,"BS210",844.200000,15.000000,126.630000,83.400000,5.000000,4.170000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N266470","yes","Female",24.000000,"Play 100",0.000000,"BS210",124.800000,25.000000,31.200000,275.400000,5.000000,13.770000,"T","T","F","T",10.000000,23.000000,0.000000,38.000000
"N299960","yes","Male",15.000000,"CAT 100",0.000000,"CAS30",555.000000,15.000000,83.250000,82.500001,5.000000,4.125000,"T","T","T","T",9.000000,18.000000,23.000000,41.000000
"N372830","yes","Male",21.000000,"CAT 50",9.000000,"S50",202.800000,15.000000,30.420000,60.600000,5.000000,3.030000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N202400","yes","Male",19.000000,"CAT 200",9.000000,"ASAD90",1110.600001,10.000000,111.060000,500.700001,5.000000,25.035000,"T","T","T","T",11.000000,18.000000,28.000000,39.000000
"N147050","yes","Male",42.000000,"CAT 200",0.000000,"ASAD90",1136.400000,10.000000,113.640000,120.000000,5.000000,6.000000,"T","T","F","T",9.000000,15.000000,0.000000,37.000000
"N359790","yes","Female",19.000000,"CAT 200",1.000000,"CAS30",1108.200000,10.000000,110.820000,211.800000,5.000000,10.590000,"T","T","T","T",6.000000,21.000000,32.000000,41.000000
"N296350","yes","Female",26.000000,"CAT 100",2.000000,"WC95",562.200000,15.000000,84.330000,237.900000,5.000000,11.895000,"T","T","F","T",8.000000,21.000000,0.000000,47.000000
"N192930","yes","Male",20.000000,"CAT 200",0.000000,"S50",1752.000000,10.000000,175.200000,113.099999,5.000000,5.655000,"T","F","T","T",7.000000,0.000000,27.000000,42.000000
"N243720","yes","Female",47.000000,"Play 100",1.000000,"BS110",52.812143,25.000000,13.203036,47.922129,5.000000,2.396106,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N280700","yes","Female",41.000000,"Play 300",0.000000,"BS210",214.800000,25.000000,53.700000,475.200001,2.000000,9.504000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N146470","yes","Male",26.000000,"CAT 200",4.000000,"S80",991.200000,10.000000,99.120000,441.900001,5.000000,22.095000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N356020","yes","Female",16.000000,"CAT 200",0.000000,"CAS30",589.800001,10.000000,58.980000,415.199999,5.000000,20.760000,"F","F","F","T",0.000000,0.000000,0.000000,40.000000
"N103880","yes","Male",42.000000,"CAT 100",0.000000,"S50",705.600000,15.000000,105.840000,83.400000,5.000000,4.170000,"T","T","T","T",6.000000,19.000000,31.000000,39.000000
"N137510","yes","Male",28.000000,"CAT 200",1.000000,"S50",2358.000000,10.000000,235.800000,567.899998,5.000000,28.395000,"T","T","T","T",8.000000,18.000000,32.000000,39.000000
"N395210","yes","Female",16.000000,"Play 300",2.000000,"WC95",175.800000,25.000000,43.950000,697.500000,2.000000,13.950000,"T","T","T","F",11.000000,20.000000,25.000000,0.000000
"N324450","yes","Female",66.000000,"CAT 200",1.000000,"WC95",1530.000000,10.000000,153.000000,316.800001,5.000000,15.840000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N106960","yes","Female",39.000000,"CAT 100",0.000000,"S50",501.600001,15.000000,75.240000,334.799999,5.000000,16.740000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N120910","yes","Female",31.000000,"CAT 200",1.000000,"S50",825.000000,10.000000,82.500000,438.600000,5.000000,21.930000,"F","F","F","T",0.000000,0.000000,0.000000,42.000000
"N378900","yes","Male",12.000000,"Play 100",1.000000,"S80",257.400001,25.000000,64.350000,391.199999,5.000000,19.560000,"T","T","F","T",8.000000,17.000000,0.000000,35.000000
"N307420","yes","Female",28.000000,"CAT 200",0.000000,"WC95",837.600000,10.000000,83.760000,415.200000,5.000000,20.760000,"T","T","T","T",10.000000,24.000000,30.000000,40.000000
"N243380","yes","Female",46.000000,"CAT 50",3.000000,"BS110",55.800000,15.000000,8.370000,18.000000,5.000000,0.900000,"T","T","F","F",10.000000,24.000000,0.000000,0.000000
"N311930","yes","Male",31.000000,"CAT 200",2.000000,"S50",2352.000000,10.000000,235.200000,434.700000,5.000000,21.735000,"F","T","T","T",0.000000,17.000000,35.000000,41.000000
"N378320","yes","Female",20.000000,"Play 100",11.000000,"CAS60",277.799999,25.000000,69.450000,332.700000,5.000000,16.635000,"T","F","T","T",16.000000,0.000000,30.000000,38.000000
"N288170","yes","Male",48.000000,"CAT 100",9.000000,"S50",436.199999,15.000000,65.430000,55.199999,5.000000,2.760000,"T","T","T","T",5.000000,19.000000,30.000000,40.000000
"N118320","yes","Male",51.000000,"CAT 200",1.000000,"ASAD170",840.000000,10.000000,84.000000,539.399999,5.000000,26.970000,"T","T","T","T",14.000000,21.000000,24.000000,38.000000
"N217700","yes","Male",25.000000,"Play 100",2.000000,"S50",48.000000,25.000000,12.000000,348.900000,5.000000,17.445000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N416390","yes","Male",30.000000,"Play 300",12.000000,"BS110",415.800000,25.000000,103.950000,560.400000,2.000000,11.208000,"T","T","T","F",11.000000,24.000000,28.000000,0.000000
"N414710","yes","Male",65.000000,"Play 100",14.000000,"BS110",138.000000,25.000000,34.500000,419.399999,5.000000,20.970000,"T","F","F","F",5.000000,0.000000,0.000000,0.000000
"N211220","yes","Male",23.000000,"CAT 50",5.000000,"CAS30",75.600000,15.000000,11.340000,38.400000,5.000000,1.920000,"F","T","T","T",0.000000,18.000000,30.000000,41.000000
"N291740","yes","Male",18.000000,"CAT 100",9.000000,"S50",418.800000,15.000000,62.820000,283.500001,5.000000,14.175000,"F","T","T","T",0.000000,19.000000,30.000000,38.000000
"N400770","yes","Male",13.000000,"CAT 100",12.000000,"BS110",475.800000,15.000000,71.370000,245.100000,5.000000,12.255000,"T","T","T","T",10.000000,22.000000,25.000000,39.000000
"N162850","yes","Female",42.000000,"Play 300",1.000000,"ASAD170",480.600001,25.000000,120.150000,606.000000,2.000000,12.120000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N328160","yes","Female",32.000000,"CAT 50",0.000000,"WC95",232.199999,15.000000,34.830000,135.000000,5.000000,6.750000,"F","F","F","F",0.000000,0.000000,0.000000,0.000000
"N292310","yes","Male",28.000000,"CAT 100",0.000000,"BS110",645.600000,15.000000,96.840000,52.200002,5.000000,2.610000,"F","T","T","T",0.000000,12.000000,24.000000,41.000000
"N116950","yes","Male",32.000000,"CAT 200",2.000000,"S80",1516.800000,10.000000,151.680000,145.200000,5.000000,7.260000,"F","F","T","F",0.000000,0.000000,32.000000,0.000000
"N401780","yes","Female",26.000000,"CAT 200",13.000000,"SOP20",822.000000,10.000000,82.200000,201.000000,5.000000,10.050000,"F","T","T","T",0.000000,22.000000,26.000000,40.000000
